,Comunidad Autónoma,Forma jurídica,Sociedades o Capital desembolsado,Año,Número Sociedades/Capital,Población
86,01 Andalucía,S.L.,capital (en miles de euros) desembolsado,2005,967.668,7.849.799
87,01 Andalucía,S.L.,capital (en miles de euros) desembolsado,2004,828.516,7.687.518
88,01 Andalucía,S.L.,capital (en miles de euros) desembolsado,2003,787.267,7.606.848
89,01 Andalucía,S.L.,capital (en miles de euros) desembolsado,2002,707.16,7.478.432
90,01 Andalucía,S.L.,capital (en miles de euros) desembolsado,2001,727.697,7.403.968
91,01 Andalucía,S.L.,capital (en miles de euros) desembolsado,2000,,7.340.052
92,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,0.0,8.511.167
93,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,1.0,8.472.407
94,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,0.0,8.464.411
95,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,1.0,8.414.240
96,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,0.0,8.384.408
97,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,1.0,8.379.820
98,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,3.0,8.388.107
99,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,2.0,8.399.043
100,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,0.0,8.402.305
101,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,1.0,8.440.300
102,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,1.0,8.449.985
103,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,1.0,8.424.102
104,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2010,10.0,8.370.975
105,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2009,0.0,8.302.923
106,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2008,6.0,8.202.220
107,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2007,1.0,8.059.461
108,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2006,1.0,7.975.672
109,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2005,2.0,7.849.799
110,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2004,1.0,7.687.518
111,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2003,2.0,7.606.848
112,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2002,5.0,7.478.432
113,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2001,3.0,7.403.968
114,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2000,13.0,7.340.052
115,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2022,0.0,8.511.167
116,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2021,3.0,8.472.407
117,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2020,0.0,8.464.411
118,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2019,6.0,8.414.240
119,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2018,0.0,8.384.408
120,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2017,3.0,8.379.820
121,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2016,9.0,8.388.107
122,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2015,1.0,8.399.043
123,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,0.0,8.402.305
124,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,5.0,8.440.300
125,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2012,2.0,8.449.985
126,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2011,10.001,8.424.102
127,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2010,9.0,8.370.975
128,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2009,0.0,8.302.923
129,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2008,18.0,8.202.220
130,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2007,132.0,8.059.461
131,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2006,6.0,7.975.672
132,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2005,133.0,7.849.799
133,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2004,25.0,7.687.518
134,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2003,272.0,7.606.848
135,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2002,382.0,7.478.432
136,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2001,43.0,7.403.968
137,01 Andalucía,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2000,4.0,7.340.052
138,02 Aragón,S.A.,Número de Sociedades,2022,3.0,1.328.215
139,02 Aragón,S.A.,Número de Sociedades,2021,4.0,1.326.261
140,02 Aragón,S.A.,Número de Sociedades,2020,0.0,1.329.391
141,02 Aragón,S.A.,Número de Sociedades,2019,2.0,1.319.291
142,02 Aragón,S.A.,Número de Sociedades,2018,13.0,1.308.728
143,02 Aragón,S.A.,Número de Sociedades,2017,7.0,1.308.750
144,02 Aragón,S.A.,Número de Sociedades,2016,4.0,1.308.563
145,02 Aragón,S.A.,Número de Sociedades,2015,11.0,1.317.847
146,02 Aragón,S.A.,Número de Sociedades,2014,12.0,1.325.385
147,02 Aragón,S.A.,Número de Sociedades,2013,5.0,1.347.150
148,02 Aragón,S.A.,Número de Sociedades,2012,9.0,1.349.467
149,02 Aragón,S.A.,Número de Sociedades,2011,31.0,1.346.293
150,02 Aragón,S.A.,Número de Sociedades,2010,17.0,1.347.095
151,02 Aragón,S.A.,Número de Sociedades,2009,26.0,1.345.473
152,02 Aragón,S.A.,Número de Sociedades,2008,34.0,1.326.918
153,02 Aragón,S.A.,Número de Sociedades,2007,57.0,1.296.655
154,02 Aragón,S.A.,Número de Sociedades,2006,67.0,1.277.471
155,02 Aragón,S.A.,Número de Sociedades,2005,56.0,1.269.027
156,02 Aragón,S.A.,Número de Sociedades,2004,54.0,1.249.584
157,02 Aragón,S.A.,Número de Sociedades,2003,75.0,1.230.090
158,02 Aragón,S.A.,Número de Sociedades,2002,66.0,1.217.514
159,02 Aragón,S.A.,Número de Sociedades,2001,74.0,1.199.753
160,02 Aragón,S.A.,Número de Sociedades,2000,108.0,1.189.909
161,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2022,1.125,1.328.215
162,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2021,2.55,1.326.261
163,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2020,0.0,1.329.391
164,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2019,2.2,1.319.291
165,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2018,1.578,1.308.728
166,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2017,717.0,1.308.750
167,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2016,106.0,1.308.563
168,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2015,12.87,1.317.847
169,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2014,3.1,1.325.385
170,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2013,9.406,1.347.150
171,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2012,656.0,1.349.467
172,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2011,,1.346.293
173,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2010,28.104,1.347.095
174,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2009,23.124,1.345.473
175,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2008,13.324,1.326.918
176,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2007,22.906,1.296.655
177,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2006,49.026,1.277.471
178,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2005,8.156,1.269.027
179,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2004,30.144,1.249.584
180,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2003,41.405,1.230.090
181,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2002,12.713,1.217.514
182,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2001,19.12,1.199.753
183,02 Aragón,S.A.,capital (en miles de euros) desembolsado,2000,303.873,1.189.909
184,02 Aragón,S.L.,Número de Sociedades,2022,1.817,1.328.215
185,02 Aragón,S.L.,Número de Sociedades,2021,1.907,1.326.261
186,02 Aragón,S.L.,Número de Sociedades,2020,1.542,1.329.391
187,02 Aragón,S.L.,Número de Sociedades,2019,1.906,1.319.291
188,02 Aragón,S.L.,Número de Sociedades,2018,2.002,1.308.728
189,02 Aragón,S.L.,Número de Sociedades,2017,2.028,1.308.750
190,02 Aragón,S.L.,Número de Sociedades,2016,2.515,1.308.563
191,02 Aragón,S.L.,Número de Sociedades,2015,1.99,1.317.847
192,02 Aragón,S.L.,Número de Sociedades,2014,1.921,1.325.385
193,02 Aragón,S.L.,Número de Sociedades,2013,2.017,1.347.150
194,02 Aragón,S.L.,Número de Sociedades,2012,1.971,1.349.467
195,02 Aragón,S.L.,Número de Sociedades,2011,1.791,1.346.293
196,02 Aragón,S.L.,Número de Sociedades,2010,1.844,1.347.095
197,02 Aragón,S.L.,Número de Sociedades,2009,1.815,1.345.473
198,02 Aragón,S.L.,Número de Sociedades,2008,2.361,1.326.918
199,02 Aragón,S.L.,Número de Sociedades,2007,3.655,1.296.655
200,02 Aragón,S.L.,Número de Sociedades,2006,3.54,1.277.471
201,02 Aragón,S.L.,Número de Sociedades,2005,3.183,1.269.027
202,02 Aragón,S.L.,Número de Sociedades,2004,2.895,1.249.584
203,02 Aragón,S.L.,Número de Sociedades,2003,2.71,1.230.090
204,02 Aragón,S.L.,Número de Sociedades,2002,2.489,1.217.514
205,02 Aragón,S.L.,Número de Sociedades,2001,2.556,1.199.753
206,02 Aragón,S.L.,Número de Sociedades,2000,2.534,1.189.909
207,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2022,73.282,1.328.215
208,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2021,101.156,1.326.261
209,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2020,174.379,1.329.391
210,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2019,152.984,1.319.291
211,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2018,83.08,1.308.728
212,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2017,89.115,1.308.750
213,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2016,167.867,1.308.563
214,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2015,43.359,1.317.847
215,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2014,64.197,1.325.385
216,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2013,86.015,1.347.150
217,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2012,111.625,1.349.467
218,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2011,97.01,1.346.293
219,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2010,115.004,1.347.095
220,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2009,62.948,1.345.473
221,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2008,195.294,1.326.918
222,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2007,257.25,1.296.655
223,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2006,263.391,1.277.471
224,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2005,185.53,1.269.027
225,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2004,151.313,1.249.584
226,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2003,117.508,1.230.090
227,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2002,117.159,1.217.514
228,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2001,114.546,1.199.753
229,02 Aragón,S.L.,capital (en miles de euros) desembolsado,2000,,1.189.909
230,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,3.0,1.328.215
231,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,1.0,1.326.261
232,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,1.0,1.329.391
233,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,5.0,1.319.291
234,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,1.0,1.308.728
235,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,2.0,1.308.750
236,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,7.0,1.308.563
237,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,1.0,1.317.847
238,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,0.0,1.325.385
239,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,0.0,1.347.150
240,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,0.0,1.349.467
241,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,0.0,1.346.293
242,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2010,3.0,1.347.095
243,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2009,2.0,1.345.473
244,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2008,2.0,1.326.918
245,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2007,4.0,1.296.655
246,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2006,4.0,1.277.471
247,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2005,0.0,1.269.027
248,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2004,2.0,1.249.584
249,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2003,2.0,1.230.090
250,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2002,3.0,1.217.514
251,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2001,2.0,1.199.753
252,02 Aragón,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2000,2.0,1.189.909
253,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2022,314.0,1.328.215
254,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2021,3.0,1.326.261
255,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2020,64.0,1.329.391
256,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2019,583.0,1.319.291
257,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2018,6.0,1.308.728
258,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2017,48.0,1.308.750
259,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2016,474.0,1.308.563
260,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2015,4.0,1.317.847
261,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,0.0,1.325.385
262,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,0.0,1.347.150
263,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2012,0.0,1.349.467
264,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2011,0.0,1.346.293
265,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2010,309.0,1.347.095
266,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2009,182.0,1.345.473
267,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2008,272.0,1.326.918
268,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2007,226.0,1.296.655
269,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2006,122.0,1.277.471
270,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2005,0.0,1.269.027
271,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2004,9.0,1.249.584
272,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2003,17.0,1.230.090
273,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2002,96.0,1.217.514
274,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2001,37.0,1.199.753
275,02 Aragón,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2000,0.0,1.189.909
276,"03 Asturias, Principado de",S.A.,Número de Sociedades,2022,4.0,1.004.960
277,"03 Asturias, Principado de",S.A.,Número de Sociedades,2021,1.0,1.011.792
278,"03 Asturias, Principado de",S.A.,Número de Sociedades,2020,3.0,1.018.784
279,"03 Asturias, Principado de",S.A.,Número de Sociedades,2019,10.0,1.022.800
280,"03 Asturias, Principado de",S.A.,Número de Sociedades,2018,7.0,1.028.244
281,"03 Asturias, Principado de",S.A.,Número de Sociedades,2017,4.0,1.034.960
282,"03 Asturias, Principado de",S.A.,Número de Sociedades,2016,5.0,1.042.608
283,"03 Asturias, Principado de",S.A.,Número de Sociedades,2015,7.0,1.051.229
284,"03 Asturias, Principado de",S.A.,Número de Sociedades,2014,6.0,1.061.756
285,"03 Asturias, Principado de",S.A.,Número de Sociedades,2013,9.0,1.068.165
286,"03 Asturias, Principado de",S.A.,Número de Sociedades,2012,8.0,1.077.360
287,"03 Asturias, Principado de",S.A.,Número de Sociedades,2011,7.0,1.081.487
288,"03 Asturias, Principado de",S.A.,Número de Sociedades,2010,14.0,1.084.341
289,"03 Asturias, Principado de",S.A.,Número de Sociedades,2009,14.0,1.085.289
290,"03 Asturias, Principado de",S.A.,Número de Sociedades,2008,33.0,1.080.138
291,"03 Asturias, Principado de",S.A.,Número de Sociedades,2007,39.0,1.074.862
292,"03 Asturias, Principado de",S.A.,Número de Sociedades,2006,42.0,1.076.896
293,"03 Asturias, Principado de",S.A.,Número de Sociedades,2005,38.0,1.076.635
294,"03 Asturias, Principado de",S.A.,Número de Sociedades,2004,32.0,1.073.761
295,"03 Asturias, Principado de",S.A.,Número de Sociedades,2003,64.0,1.075.381
296,"03 Asturias, Principado de",S.A.,Número de Sociedades,2002,57.0,1.073.971
297,"03 Asturias, Principado de",S.A.,Número de Sociedades,2001,55.0,1.075.329
298,"03 Asturias, Principado de",S.A.,Número de Sociedades,2000,58.0,1.076.567
299,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2022,3.015,1.004.960
300,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2021,15.0,1.011.792
301,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2020,1.075,1.018.784
302,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2019,11.863,1.022.800
303,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2018,2.8,1.028.244
304,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2017,235.0,1.034.960
305,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2016,10.455,1.042.608
306,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2015,2.265,1.051.229
307,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2014,286.0,1.061.756
308,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2013,1.357,1.068.165
309,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2012,3.524,1.077.360
310,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2011,11.737,1.081.487
311,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2010,1.252,1.084.341
312,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2009,1.738,1.085.289
313,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2008,17.275,1.080.138
314,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2007,10.699,1.074.862
315,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2006,63.144,1.076.896
316,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2005,13.212,1.076.635
317,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2004,27.164,1.073.761
318,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2003,30.165,1.075.381
319,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2002,17.856,1.073.971
320,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2001,34.423,1.075.329
321,"03 Asturias, Principado de",S.A.,capital (en miles de euros) desembolsado,2000,100.094,1.076.567
322,"03 Asturias, Principado de",S.L.,Número de Sociedades,2022,1.138,1.004.960
323,"03 Asturias, Principado de",S.L.,Número de Sociedades,2021,1.27,1.011.792
324,"03 Asturias, Principado de",S.L.,Número de Sociedades,2020,1.031,1.018.784
325,"03 Asturias, Principado de",S.L.,Número de Sociedades,2019,1.154,1.022.800
326,"03 Asturias, Principado de",S.L.,Número de Sociedades,2018,1.181,1.028.244
327,"03 Asturias, Principado de",S.L.,Número de Sociedades,2017,1.34,1.034.960
328,"03 Asturias, Principado de",S.L.,Número de Sociedades,2016,1.45,1.042.608
329,"03 Asturias, Principado de",S.L.,Número de Sociedades,2015,1.325,1.051.229
330,"03 Asturias, Principado de",S.L.,Número de Sociedades,2014,1.358,1.061.756
331,"03 Asturias, Principado de",S.L.,Número de Sociedades,2013,1.348,1.068.165
332,"03 Asturias, Principado de",S.L.,Número de Sociedades,2012,1.273,1.077.360
333,"03 Asturias, Principado de",S.L.,Número de Sociedades,2011,1.281,1.081.487
334,"03 Asturias, Principado de",S.L.,Número de Sociedades,2010,1.218,1.084.341
335,"03 Asturias, Principado de",S.L.,Número de Sociedades,2009,1.138,1.085.289
336,"03 Asturias, Principado de",S.L.,Número de Sociedades,2008,1.56,1.080.138
337,"03 Asturias, Principado de",S.L.,Número de Sociedades,2007,1.997,1.074.862
338,"03 Asturias, Principado de",S.L.,Número de Sociedades,2006,1.96,1.076.896
339,"03 Asturias, Principado de",S.L.,Número de Sociedades,2005,1.726,1.076.635
340,"03 Asturias, Principado de",S.L.,Número de Sociedades,2004,1.791,1.073.761
341,"03 Asturias, Principado de",S.L.,Número de Sociedades,2003,1.666,1.075.381
342,"03 Asturias, Principado de",S.L.,Número de Sociedades,2002,1.487,1.073.971
343,"03 Asturias, Principado de",S.L.,Número de Sociedades,2001,1.494,1.075.329
344,"03 Asturias, Principado de",S.L.,Número de Sociedades,2000,1.657,1.076.567
345,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2022,25.395,1.004.960
346,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2021,36.922,1.011.792
347,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2020,43.207,1.018.784
348,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2019,66.239,1.022.800
349,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2018,58.271,1.028.244
350,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2017,61.553,1.034.960
351,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2016,60.592,1.042.608
352,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2015,44.946,1.051.229
353,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2014,38.416,1.061.756
354,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2013,56.251,1.068.165
355,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2012,128.17,1.077.360
356,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2011,54.413,1.081.487
357,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2010,274.739,1.084.341
358,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2009,61.637,1.085.289
359,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2008,111.13,1.080.138
360,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2007,108.032,1.074.862
361,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2006,83.105,1.076.896
362,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2005,69.099,1.076.635
363,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2004,77.822,1.073.761
364,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2003,76.586,1.075.381
365,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2002,51.52,1.073.971
366,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2001,43.11,1.075.329
367,"03 Asturias, Principado de",S.L.,capital (en miles de euros) desembolsado,2000,,1.076.567
368,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,0.0,1.004.960
369,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,0.0,1.011.792
370,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,1.0,1.018.784
371,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,0.0,1.022.800
372,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,0.0,1.028.244
373,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,0.0,1.034.960
374,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,3.0,1.042.608
375,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,0.0,1.051.229
376,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,0.0,1.061.756
377,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,0.0,1.068.165
378,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,0.0,1.077.360
379,"03 Asturias, Principado de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,0.0,1.081.487
